0,-320,0
0,-960,0
0,0,0
0,-640,0
0,-640,0
0,-320,0
897,-1193,3289
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2023,278,3337
2641,656,3362
0,0,0
0,0,0
0,0,0
0,0,0
806,-1775,1203
0,0,0
204,-441,739
-1088,-1311,286
-1008,549,-1123
-972,421,1686
701,697,-2147
586,678,2047
0,0,0
0,-640,0
0,0,0
0,-960,0
0,0,0
0,-320,0
0,0,0
0,-320,0
0,0,0
0,0,0
0,0,0
-259,718,-1555
0,0,0
-933,715,-131
0,0,0
0,0,0
-518,721,676
-2042,721,-1601
836,722,1901
-382,722,-3328
-2652,722,-2410
-796,722,2574
1320,722,-3357
-2577,149,-2853
0,0,0
0,149,777
0,62,0
207,723,2944
-2165,717,441
0,62,0
2255,722,-3375
-1315,-865,-3097
0,-239,-218
0,61,0
899,148,2737
66,722,0
0,61,0
0,0,0
2769,722,-2228
-2252,487,-1057
0,418,-904
0,62,0
1749,-2315,249
412,-729,-205
0,62,0
0,0,0
1896,148,-850
0,-640,0
0,-960,0
0,-320,0
0,-320,0
0,0,0
-1613,687,949
0,0,0
-1087,-1810,422
0,61,0
0,0,0
2490,-2840,-1394
870,-117,-1505
0,61,0
-488,-2315,-1996
0,0,0
0,0,0
0,0,0
0,0,0
644,717,897
0,0,0
0,0,0
0,0,0
47,-2766,1762
0,0,0
0,61,0
2898,-431,-2295
2009,597,-2356
0,61,0
-1798,-2840,-2626
1474,721,-628
401,-420,2498
0,62,0
0,0,0
3121,551,-2790
2632,704,-2824
0,62,0
-2518,-2345,-2973
0,0,0
0,0,0
0,0,0
-445,722,501
-899,553,2902
0,61,0
2090,124,-2653
2976,719,-3081
0,0,0
0,61,0
-2912,107,-3162
-620,722,-571
0,0,0
760,124,3123
0,0,0
0,62,0
1793,169,-1222
991,722,-3223
-864,-2230,-1671
0,62,0
0,0,0
-1365,57,-2858
0,0,0
0,0,0
780,722,532
-227,-2319,3246
4,-13,4
2,56,2
2515,640,858
-986,-316,-2145
-2004,123,-2447
0,61,0
0,0,0
169,160,-315
0,0,0
0,0,0
0,0,0
-827,-154,192
0,0,0
-1654,-1391,3313
14,-19,14
20,40,20
0,-640,0
0,-960,0
0,-320,0
0,-320,0
2911,710,-173
-2071,-5,351
-456,634,-2875
0,62,0
1623,638,1357
0,0,0
-1983,431,1635
0,0,0
0,0,0
0,0,0
0,0,0
-2438,409,1175
0,0,0
21,-51,21
33,12,33
0,0,0
0,0,0
1974,147,-471
-2668,150,1723
534,-329,-2363
0,61,0
1267,710,2275
-2620,679,2428
0,0,0
-2870,676,-884
47,-121,47
54,-101,54
-445,-2315,862
-2995,-239,2476
1548,566,-2554
0,0,0
0,62,0
0,0,0
-834,720,2780
0,0,0
0,0,0
-2727,718,2456
-2969,716,689
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-3106,715,-861
110,-170,110
154,-198,154
-1774,-2841,-781
-1001,-2069,2890
2381,699,-2932
0,61,0
-223,149,1291
-3029,722,2879
-3160,721,-1151
0,0,0
0,0,0
0,0,0
0,0,0
-3236,721,647
-25,-2175,75
162,-190,162
249,-248,249
19,35,-19
406,-174,-406
-2505,-1468,215
980,-1354,3117
2837,719,-3141
0,61,0
-1377,173,1965
0,0,0
-110,-2412,305
-205,-1866,502
-3193,722,3111
-3266,722,13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1133,722,-154
103,-2044,33
119,-3116,65
204,-180,204
326,-249,326
21,-101,-21
33,-61,-33
271,-86,-271
451,-105,-451
-2533,922,353
2068,415,3242
3088,722,-2845
0,62,0
-2287,640,2609
-83,-627,323
-2264,722,2085
-3324,722,381
908,722,90
188,-2201,21
275,-3698,43
238,-146,238
388,-204,388
47,-168,-47
54,-184,-54
290,-40,-290
486,-26,-486
220,2665,232
-2865,-72,-953
2666,676,3311
3227,722,-308
0,61,0
-2376,137,2553
0,0,0
0,0,0
235,1985,211
133,1365,119
0,0,0
-2364,722,-385
0,0,0
-2946,722,-910
0,0,0
0,-640,0
0,0,0
0,-960,0
0,0,0
0,-320,0
0,0,0
0,-320,0
0,0,0
0,0,0
0,0,0
1618,722,-125
257,-2220,-1
402,-3663,-2
264,-97,264
437,-127,437
110,-210,-110
154,-271,-154
319,5,-285
525,45,-496
0,0,0
-3103,-129,732
2994,715,2325
3302,722,1360
0,62,0
0,0,0
-49,-2317,148
0,0,0
271,24,159
439,2032,298
-44,722,-1741
-364,722,755
0,0,0
0,0,0
-366,722,105
0,0,0
312,-1897,0
504,-3429,-2
284,-46,284
475,-40,475
-3235,132,-243
1000,-729,-577
3344,722,1122
0,61,0
298,-1821,120
489,-921,224
1505,722,-2486
1330,722,1944
